peer17.org1.example.com,29kB / 9.48kB
peer18.org1.example.com,54.8kB / 41.5kB
peer12.org1.example.com,35.2kB / 13.3kB
peer7.org1.example.com,77.6kB / 54kB
peer24.org1.example.com,49.9kB / 28.1kB
peer21.org1.example.com,97.6kB / 49.7kB
peer13.org1.example.com,69.8kB / 49kB
peer2.org1.example.com,94.6kB / 43.4kB
peer23.org1.example.com,110kB / 56.6kB
peer10.org1.example.com,90.5kB / 53.6kB
peer20.org1.example.com,98.8kB / 67.3kB
peer16.org1.example.com,11.7kB / 126B
peer9.org1.example.com,45.4kB / 25.5kB
peer3.org1.example.com,68.7kB / 37kB
peer5.org1.example.com,95.9kB / 89.3kB
peer8.org1.example.com,63.8kB / 36.8kB
peer0.org1.example.com,322kB / 655kB
peer6.org1.example.com,11.8kB / 126B
peer1.org1.example.com,12kB / 126B
peer22.org1.example.com,113kB / 79.5kB
peer4.org1.example.com,12.2kB / 126B
orderer.example.com,17.1kB / 2.15kB
peer14.org1.example.com,14.9kB / 126B
peer19.org1.example.com,14kB / 126B
peer11.org1.example.com,13.3kB / 126B
peer15.org1.example.com,17.4kB / 126B
1542766053.8022528,peer17.org1.example.com,29kB / 9.48kB,29000,9480
1542766053.8022528,peer18.org1.example.com,54.8kB / 41.5kB,54800,41500
1542766053.8022528,peer12.org1.example.com,35.2kB / 13.3kB,35200,13300
1542766053.8022528,peer7.org1.example.com,77.6kB / 54kB,77600,54000
1542766053.8022528,peer24.org1.example.com,49.9kB / 28.1kB,49900,28100
1542766053.8022528,peer21.org1.example.com,97.6kB / 49.7kB,97600,49700
1542766053.8022528,peer13.org1.example.com,69.8kB / 49kB,69800,49000
1542766053.8022528,peer2.org1.example.com,94.6kB / 43.4kB,94600,43400
1542766053.8022528,peer23.org1.example.com,110kB / 56.6kB,110000,56600
1542766053.8022528,peer10.org1.example.com,90.5kB / 53.6kB,90500,53600
1542766053.8022528,peer20.org1.example.com,98.8kB / 67.3kB,98800,67300
1542766053.8022528,peer16.org1.example.com,11.7kB / 126B,11700,126.0
1542766053.8022528,peer9.org1.example.com,45.4kB / 25.5kB,45400,25500
1542766053.8022528,peer3.org1.example.com,68.7kB / 37kB,68700,37000
1542766053.8022528,peer5.org1.example.com,95.9kB / 89.3kB,95900,89300
1542766053.8022528,peer8.org1.example.com,63.8kB / 36.8kB,63800,36800
1542766053.8022528,peer0.org1.example.com,322kB / 655kB,322000,655000
1542766053.8022528,peer6.org1.example.com,11.8kB / 126B,11800,126.0
1542766053.8022528,peer1.org1.example.com,12kB / 126B,12000,126.0
1542766053.8022528,peer22.org1.example.com,113kB / 79.5kB,113000,79500
1542766053.8022528,peer4.org1.example.com,12.2kB / 126B,12200,126.0
1542766053.8022528,orderer.example.com,17.1kB / 2.15kB,17100,2150
1542766053.8022528,peer14.org1.example.com,14.9kB / 126B,14900,126.0
1542766053.8022528,peer19.org1.example.com,14kB / 126B,14000,126.0
1542766053.8022528,peer11.org1.example.com,13.3kB / 126B,13300,126.0
1542766053.8022528,peer15.org1.example.com,17.4kB / 126B,17400,126.0

peer17.org1.example.com,46.4kB / 23.7kB
peer18.org1.example.com,72.2kB / 52.5kB
peer12.org1.example.com,53kB / 29.1kB
peer7.org1.example.com,101kB / 69.1kB
peer24.org1.example.com,69.2kB / 38.5kB
peer21.org1.example.com,117kB / 70kB
peer13.org1.example.com,98.9kB / 63.3kB
peer2.org1.example.com,111kB / 59.5kB
peer23.org1.example.com,126kB / 72.2kB
peer10.org1.example.com,109kB / 70.8kB
peer20.org1.example.com,145kB / 90.6kB
peer16.org1.example.com,12.7kB / 126B
peer9.org1.example.com,81.1kB / 41.7kB
peer3.org1.example.com,93kB / 49.6kB
peer5.org1.example.com,123kB / 105kB
peer8.org1.example.com,80.8kB / 53.8kB
peer0.org1.example.com,346kB / 791kB
peer6.org1.example.com,12.7kB / 126B
peer1.org1.example.com,12.9kB / 126B
peer22.org1.example.com,149kB / 98.6kB
peer4.org1.example.com,13kB / 126B
orderer.example.com,17.9kB / 2.15kB
peer14.org1.example.com,15.7kB / 126B
peer19.org1.example.com,14.8kB / 126B
peer11.org1.example.com,14.1kB / 126B
peer15.org1.example.com,18.2kB / 126B
1542766056.9182425,peer17.org1.example.com,46.4kB / 23.7kB,46400,23700
1542766056.9182425,peer18.org1.example.com,72.2kB / 52.5kB,72200,52500
1542766056.9182425,peer12.org1.example.com,53kB / 29.1kB,53000,29100
1542766056.9182425,peer7.org1.example.com,101kB / 69.1kB,101000,69100
1542766056.9182425,peer24.org1.example.com,69.2kB / 38.5kB,69200,38500
1542766056.9182425,peer21.org1.example.com,117kB / 70kB,117000,70000
1542766056.9182425,peer13.org1.example.com,98.9kB / 63.3kB,98900,63300
1542766056.9182425,peer2.org1.example.com,111kB / 59.5kB,111000,59500
1542766056.9182425,peer23.org1.example.com,126kB / 72.2kB,126000,72200
1542766056.9182425,peer10.org1.example.com,109kB / 70.8kB,109000,70800
1542766056.9182425,peer20.org1.example.com,145kB / 90.6kB,145000,90600
1542766056.9182425,peer16.org1.example.com,12.7kB / 126B,12700,126.0
1542766056.9182425,peer9.org1.example.com,81.1kB / 41.7kB,81100,41700
1542766056.9182425,peer3.org1.example.com,93kB / 49.6kB,93000,49600
1542766056.9182425,peer5.org1.example.com,123kB / 105kB,123000,105000
1542766056.9182425,peer8.org1.example.com,80.8kB / 53.8kB,80800,53800
1542766056.9182425,peer0.org1.example.com,346kB / 791kB,346000,791000
1542766056.9182425,peer6.org1.example.com,12.7kB / 126B,12700,126.0
1542766056.9182425,peer1.org1.example.com,12.9kB / 126B,12900,126.0
1542766056.9182425,peer22.org1.example.com,149kB / 98.6kB,149000,98600
1542766056.9182425,peer4.org1.example.com,13kB / 126B,13000,126.0
1542766056.9182425,orderer.example.com,17.9kB / 2.15kB,17900,2150
1542766056.9182425,peer14.org1.example.com,15.7kB / 126B,15700,126.0
1542766056.9182425,peer19.org1.example.com,14.8kB / 126B,14800,126.0
1542766056.9182425,peer11.org1.example.com,14.1kB / 126B,14100,126.0
1542766056.9182425,peer15.org1.example.com,18.2kB / 126B,18200,126.0

peer17.org1.example.com,75.1kB / 35.1kB
peer18.org1.example.com,80.5kB / 60.5kB
peer12.org1.example.com,70.6kB / 39.8kB
peer7.org1.example.com,116kB / 80.2kB
peer24.org1.example.com,99.2kB / 66.9kB
peer21.org1.example.com,132kB / 78.8kB
peer13.org1.example.com,126kB / 76.3kB
peer2.org1.example.com,131kB / 74kB
peer23.org1.example.com,129kB / 78kB
peer10.org1.example.com,126kB / 96.4kB
peer20.org1.example.com,169kB / 115kB
peer16.org1.example.com,13.1kB / 126B
peer9.org1.example.com,103kB / 52.8kB
peer3.org1.example.com,101kB / 62kB
peer5.org1.example.com,128kB / 111kB
peer8.org1.example.com,99.2kB / 62kB
peer0.org1.example.com,423kB / 948kB
peer6.org1.example.com,13.1kB / 126B
peer1.org1.example.com,13.3kB / 126B
peer22.org1.example.com,163kB / 110kB
peer4.org1.example.com,13.5kB / 126B
orderer.example.com,18.4kB / 2.2kB
peer14.org1.example.com,31kB / 7.5kB
peer19.org1.example.com,29.8kB / 7.45kB
peer11.org1.example.com,14.5kB / 126B
peer15.org1.example.com,37.7kB / 9.12kB
1542766060.0301104,peer17.org1.example.com,75.1kB / 35.1kB,75100,35100
1542766060.0301104,peer18.org1.example.com,80.5kB / 60.5kB,80500,60500
1542766060.0301104,peer12.org1.example.com,70.6kB / 39.8kB,70600,39800
1542766060.0301104,peer7.org1.example.com,116kB / 80.2kB,116000,80200
1542766060.0301104,peer24.org1.example.com,99.2kB / 66.9kB,99200,66900
1542766060.0301104,peer21.org1.example.com,132kB / 78.8kB,132000,78800
1542766060.0301104,peer13.org1.example.com,126kB / 76.3kB,126000,76300
1542766060.0301104,peer2.org1.example.com,131kB / 74kB,131000,74000
1542766060.0301104,peer23.org1.example.com,129kB / 78kB,129000,78000
1542766060.0301104,peer10.org1.example.com,126kB / 96.4kB,126000,96400
1542766060.0301104,peer20.org1.example.com,169kB / 115kB,169000,115000
1542766060.0301104,peer16.org1.example.com,13.1kB / 126B,13100,126.0
1542766060.0301104,peer9.org1.example.com,103kB / 52.8kB,103000,52800
1542766060.0301104,peer3.org1.example.com,101kB / 62kB,101000,62000
1542766060.0301104,peer5.org1.example.com,128kB / 111kB,128000,111000
1542766060.0301104,peer8.org1.example.com,99.2kB / 62kB,99200,62000
1542766060.0301104,peer0.org1.example.com,423kB / 948kB,423000,948000
1542766060.0301104,peer6.org1.example.com,13.1kB / 126B,13100,126.0
1542766060.0301104,peer1.org1.example.com,13.3kB / 126B,13300,126.0
1542766060.0301104,peer22.org1.example.com,163kB / 110kB,163000,110000
1542766060.0301104,peer4.org1.example.com,13.5kB / 126B,13500,126.0
1542766060.0301104,orderer.example.com,18.4kB / 2.2kB,18400,2200
1542766060.0301104,peer14.org1.example.com,31kB / 7.5kB,31000,7500
1542766060.0301104,peer19.org1.example.com,29.8kB / 7.45kB,29800,7450
1542766060.0301104,peer11.org1.example.com,14.5kB / 126B,14500,126.0
1542766060.0301104,peer15.org1.example.com,37.7kB / 9.12kB,37700,9120

peer17.org1.example.com,93.2kB / 53.5kB
peer18.org1.example.com,105kB / 84.2kB
peer12.org1.example.com,97.9kB / 61kB
peer7.org1.example.com,135kB / 95.9kB
peer24.org1.example.com,109kB / 85.2kB
peer21.org1.example.com,145kB / 90.8kB
peer13.org1.example.com,133kB / 84.7kB
peer2.org1.example.com,136kB / 82.3kB
peer23.org1.example.com,154kB / 92.7kB
peer10.org1.example.com,147kB / 120kB
peer20.org1.example.com,174kB / 122kB
peer16.org1.example.com,13.9kB / 126B
peer9.org1.example.com,118kB / 65kB
peer3.org1.example.com,127kB / 78.2kB
peer5.org1.example.com,148kB / 130kB
peer8.org1.example.com,125kB / 86.3kB
peer0.org1.example.com,474kB / 1.03MB
peer6.org1.example.com,13.9kB / 126B
peer1.org1.example.com,14.1kB / 126B
peer22.org1.example.com,171kB / 119kB
peer4.org1.example.com,14.2kB / 126B
orderer.example.com,19.2kB / 2.2kB
peer14.org1.example.com,48.5kB / 13.7kB
peer19.org1.example.com,34.6kB / 10.1kB
peer11.org1.example.com,33.9kB / 9.5kB
peer15.org1.example.com,53.2kB / 13.5kB
1542766063.1386788,peer17.org1.example.com,93.2kB / 53.5kB,93200,53500
1542766063.1386788,peer18.org1.example.com,105kB / 84.2kB,105000,84200
1542766063.1386788,peer12.org1.example.com,97.9kB / 61kB,97900,61000
1542766063.1386788,peer7.org1.example.com,135kB / 95.9kB,135000,95900
1542766063.1386788,peer24.org1.example.com,109kB / 85.2kB,109000,85200
1542766063.1386788,peer21.org1.example.com,145kB / 90.8kB,145000,90800
1542766063.1386788,peer13.org1.example.com,133kB / 84.7kB,133000,84700
1542766063.1386788,peer2.org1.example.com,136kB / 82.3kB,136000,82300
1542766063.1386788,peer23.org1.example.com,154kB / 92.7kB,154000,92700
1542766063.1386788,peer10.org1.example.com,147kB / 120kB,147000,120000
1542766063.1386788,peer20.org1.example.com,174kB / 122kB,174000,122000
1542766063.1386788,peer16.org1.example.com,13.9kB / 126B,13900,126.0
1542766063.1386788,peer9.org1.example.com,118kB / 65kB,118000,65000
1542766063.1386788,peer3.org1.example.com,127kB / 78.2kB,127000,78200
